attempt_number,student_1,student_2,jaccard_similarity,shared_question_count
1,cms5hzr64000104l866r5zbw0,cms5i3l29002e04l8zapret3g,0.30434782608695654,7
1,cms5hzr64000104l866r5zbw0,cms5i4obd002r04l8hjv9nfek,0.25,6
1,cms5hzr64000104l866r5zbw0,cms5i536g002304l7n0vi202e,0.15384615384615385,4
1,cms5hzr64000104l866r5zbw0,cms5ieh9k00wy04l2jkuo7u5i,0.1111111111111111,3
1,cms5hzr64000104l866r5zbw0,cms5isyrs008q04l2z6st65hm,0.15384615384615385,4
1,cms5hzr64000104l866r5zbw0,cms5jnhm900sn04l243j3kmzd,0.15384615384615385,4
1,cms5hzr64000104l866r5zbw0,cms5jpof300t404l2xesqywv4,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i0i0l000504l8ulbsjfmz,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i0n84000a04l800qcezwm,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i0s69000d04l8pqx4e1xz,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i0xtg000g04l8guihaayb,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5i0ycl000h04l8k13pj7wf,0.36363636363636365,8
1,cms5i0htd000404l8l6kmtilt,cms5i12ba000m04l84zvvwe8a,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5i13fu000n04l8zz761b93,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5i15pl000s04l8ve7f2ny2,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i16am000u04l82pevy8j7,0.36363636363636365,8
1,cms5i0htd000404l8l6kmtilt,cms5i1705000w04l87z5jgm6s,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5i17d9000z04l8bgrrriw5,0.30434782608695654,7
1,cms5i0htd000404l8l6kmtilt,cms5i18n7001404l8gd04sbq9,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i19v2001b04l8b818dzbg,0.30434782608695654,7
1,cms5i0htd000404l8l6kmtilt,cms5i1ca6001g04l8916s8gz9,0.42857142857142855,9
1,cms5i0htd000404l8l6kmtilt,cms5i1fbl001j04l8vzqcbizv,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5i1gyb001k04l8yjbhgjbm,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5i1q6s001q04l8sp02rweo,0.30434782608695654,7
1,cms5i0htd000404l8l6kmtilt,cms5i1rru001r04l8qrq0kv2e,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i1rxu001s04l83phibj5t,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i1sx9000004l7c04yn542,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5i1uwy000304l78n162cig,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i211d000a04l7qp7qz0vt,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i2ed9000h04l7qs93woua,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5i2ic6000n04l7d0j6wq97,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5i3a48002b04l8kkccthvp,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i3l29002e04l8zapret3g,0.2,5
1,cms5i0htd000404l8l6kmtilt,cms5i4obd002r04l8hjv9nfek,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5i536g002304l7n0vi202e,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5ieh9k00wy04l2jkuo7u5i,0.15384615384615385,4
1,cms5i0htd000404l8l6kmtilt,cms5isyrs008q04l2z6st65hm,0.1111111111111111,3
1,cms5i0htd000404l8l6kmtilt,cms5jnhm900sn04l243j3kmzd,0.25,6
1,cms5i0htd000404l8l6kmtilt,cms5jpof300t404l2xesqywv4,0.2,5
1,cms5i0i0l000504l8ulbsjfmz,cms5i0n84000a04l800qcezwm,0.36363636363636365,8
1,cms5i0i0l000504l8ulbsjfmz,cms5i0s69000d04l8pqx4e1xz,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i0xtg000g04l8guihaayb,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i0ycl000h04l8k13pj7wf,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i12ba000m04l84zvvwe8a,0.36363636363636365,8
1,cms5i0i0l000504l8ulbsjfmz,cms5i13fu000n04l8zz761b93,0.36363636363636365,8
1,cms5i0i0l000504l8ulbsjfmz,cms5i15pl000s04l8ve7f2ny2,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i16am000u04l82pevy8j7,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i1705000w04l87z5jgm6s,0.2,5
1,cms5i0i0l000504l8ulbsjfmz,cms5i17d9000z04l8bgrrriw5,0.1111111111111111,3
1,cms5i0i0l000504l8ulbsjfmz,cms5i18n7001404l8gd04sbq9,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i19v2001b04l8b818dzbg,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i1ca6001g04l8916s8gz9,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i1fbl001j04l8vzqcbizv,0.2,5
1,cms5i0i0l000504l8ulbsjfmz,cms5i1gyb001k04l8yjbhgjbm,0.1111111111111111,3
1,cms5i0i0l000504l8ulbsjfmz,cms5i1q6s001q04l8sp02rweo,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i1rru001r04l8qrq0kv2e,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i1rxu001s04l83phibj5t,0.15384615384615385,4
1,cms5i0i0l000504l8ulbsjfmz,cms5i1sx9000004l7c04yn542,0.36363636363636365,8
1,cms5i0i0l000504l8ulbsjfmz,cms5i1uwy000304l78n162cig,0.15384615384615385,4
1,cms5i0i0l000504l8ulbsjfmz,cms5i211d000a04l7qp7qz0vt,0.42857142857142855,9
1,cms5i0i0l000504l8ulbsjfmz,cms5i290v000d04l7ph0uhsaj,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i2ed9000h04l7qs93woua,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i2ic6000n04l7d0j6wq97,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i3a48002b04l8kkccthvp,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i3l29002e04l8zapret3g,0.25,6
1,cms5i0i0l000504l8ulbsjfmz,cms5i4obd002r04l8hjv9nfek,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5i536g002304l7n0vi202e,0.30434782608695654,7
1,cms5i0i0l000504l8ulbsjfmz,cms5ieh9k00wy04l2jkuo7u5i,0.15384615384615385,4
1,cms5i0i0l000504l8ulbsjfmz,cms5isyrs008q04l2z6st65hm,0.15384615384615385,4
1,cms5i0i0l000504l8ulbsjfmz,cms5jnhm900sn04l243j3kmzd,0.5,10
1,cms5i0i0l000504l8ulbsjfmz,cms5jpof300t404l2xesqywv4,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5i0s69000d04l8pqx4e1xz,0.15384615384615385,4
1,cms5i0n84000a04l800qcezwm,cms5i0xtg000g04l8guihaayb,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i0ycl000h04l8k13pj7wf,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i12ba000m04l84zvvwe8a,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i13fu000n04l8zz761b93,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i15pl000s04l8ve7f2ny2,0.15384615384615385,4
1,cms5i0n84000a04l800qcezwm,cms5i16am000u04l82pevy8j7,0.5,10
1,cms5i0n84000a04l800qcezwm,cms5i1705000w04l87z5jgm6s,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5i17d9000z04l8bgrrriw5,0.1111111111111111,3
1,cms5i0n84000a04l800qcezwm,cms5i18n7001404l8gd04sbq9,0.36363636363636365,8
1,cms5i0n84000a04l800qcezwm,cms5i19v2001b04l8b818dzbg,0.36363636363636365,8
1,cms5i0n84000a04l800qcezwm,cms5i1ca6001g04l8916s8gz9,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i1fbl001j04l8vzqcbizv,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i1gyb001k04l8yjbhgjbm,0.034482758620689655,1
1,cms5i0n84000a04l800qcezwm,cms5i1q6s001q04l8sp02rweo,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5i1rru001r04l8qrq0kv2e,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i1rxu001s04l83phibj5t,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i1sx9000004l7c04yn542,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i1uwy000304l78n162cig,0.15384615384615385,4
1,cms5i0n84000a04l800qcezwm,cms5i211d000a04l7qp7qz0vt,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i2ed9000h04l7qs93woua,0.1111111111111111,3
1,cms5i0n84000a04l800qcezwm,cms5i2ic6000n04l7d0j6wq97,0.1111111111111111,3
1,cms5i0n84000a04l800qcezwm,cms5i3a48002b04l8kkccthvp,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5i3l29002e04l8zapret3g,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5i4obd002r04l8hjv9nfek,0.30434782608695654,7
1,cms5i0n84000a04l800qcezwm,cms5i536g002304l7n0vi202e,0.2,5
1,cms5i0n84000a04l800qcezwm,cms5ieh9k00wy04l2jkuo7u5i,0.07142857142857142,2
1,cms5i0n84000a04l800qcezwm,cms5isyrs008q04l2z6st65hm,0.25,6
1,cms5i0n84000a04l800qcezwm,cms5jnhm900sn04l243j3kmzd,0.36363636363636365,8
1,cms5i0n84000a04l800qcezwm,cms5jpof300t404l2xesqywv4,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i0xtg000g04l8guihaayb,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i0ycl000h04l8k13pj7wf,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i12ba000m04l84zvvwe8a,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i13fu000n04l8zz761b93,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i15pl000s04l8ve7f2ny2,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i16am000u04l82pevy8j7,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i1705000w04l87z5jgm6s,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i17d9000z04l8bgrrriw5,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i18n7001404l8gd04sbq9,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i19v2001b04l8b818dzbg,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i1ca6001g04l8916s8gz9,0.36363636363636365,8
1,cms5i0s69000d04l8pqx4e1xz,cms5i1fbl001j04l8vzqcbizv,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i1gyb001k04l8yjbhgjbm,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i1q6s001q04l8sp02rweo,0.07142857142857142,2
1,cms5i0s69000d04l8pqx4e1xz,cms5i1rru001r04l8qrq0kv2e,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i1rxu001s04l83phibj5t,0.07142857142857142,2
1,cms5i0s69000d04l8pqx4e1xz,cms5i1sx9000004l7c04yn542,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i1uwy000304l78n162cig,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5i211d000a04l7qp7qz0vt,0.07142857142857142,2
1,cms5i0s69000d04l8pqx4e1xz,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5i2ed9000h04l7qs93woua,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i2ic6000n04l7d0j6wq97,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i3a48002b04l8kkccthvp,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i3l29002e04l8zapret3g,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5i4obd002r04l8hjv9nfek,0.30434782608695654,7
1,cms5i0s69000d04l8pqx4e1xz,cms5i536g002304l7n0vi202e,0.25,6
1,cms5i0s69000d04l8pqx4e1xz,cms5ieh9k00wy04l2jkuo7u5i,0.15384615384615385,4
1,cms5i0s69000d04l8pqx4e1xz,cms5isyrs008q04l2z6st65hm,0.1111111111111111,3
1,cms5i0s69000d04l8pqx4e1xz,cms5jnhm900sn04l243j3kmzd,0.2,5
1,cms5i0s69000d04l8pqx4e1xz,cms5jpof300t404l2xesqywv4,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i0ycl000h04l8k13pj7wf,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i12ba000m04l84zvvwe8a,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i13fu000n04l8zz761b93,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i15pl000s04l8ve7f2ny2,0.07142857142857142,2
1,cms5i0xtg000g04l8guihaayb,cms5i16am000u04l82pevy8j7,0.30434782608695654,7
1,cms5i0xtg000g04l8guihaayb,cms5i1705000w04l87z5jgm6s,0.30434782608695654,7
1,cms5i0xtg000g04l8guihaayb,cms5i17d9000z04l8bgrrriw5,0.1111111111111111,3
1,cms5i0xtg000g04l8guihaayb,cms5i18n7001404l8gd04sbq9,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i19v2001b04l8b818dzbg,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i1ca6001g04l8916s8gz9,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i1fbl001j04l8vzqcbizv,0.30434782608695654,7
1,cms5i0xtg000g04l8guihaayb,cms5i1gyb001k04l8yjbhgjbm,0.07142857142857142,2
1,cms5i0xtg000g04l8guihaayb,cms5i1q6s001q04l8sp02rweo,0.2,5
1,cms5i0xtg000g04l8guihaayb,cms5i1rru001r04l8qrq0kv2e,0.2,5
1,cms5i0xtg000g04l8guihaayb,cms5i1rxu001s04l83phibj5t,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i1sx9000004l7c04yn542,0.42857142857142855,9
1,cms5i0xtg000g04l8guihaayb,cms5i1uwy000304l78n162cig,0.15384615384615385,4
1,cms5i0xtg000g04l8guihaayb,cms5i211d000a04l7qp7qz0vt,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i0xtg000g04l8guihaayb,cms5i2ed9000h04l7qs93woua,0.30434782608695654,7
1,cms5i0xtg000g04l8guihaayb,cms5i2ic6000n04l7d0j6wq97,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i3a48002b04l8kkccthvp,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i3l29002e04l8zapret3g,0.2,5
1,cms5i0xtg000g04l8guihaayb,cms5i4obd002r04l8hjv9nfek,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5i536g002304l7n0vi202e,0.25,6
1,cms5i0xtg000g04l8guihaayb,cms5ieh9k00wy04l2jkuo7u5i,0.2,5
1,cms5i0xtg000g04l8guihaayb,cms5isyrs008q04l2z6st65hm,0.07142857142857142,2
1,cms5i0xtg000g04l8guihaayb,cms5jnhm900sn04l243j3kmzd,0.30434782608695654,7
1,cms5i0xtg000g04l8guihaayb,cms5jpof300t404l2xesqywv4,0.1111111111111111,3
1,cms5i0ycl000h04l8k13pj7wf,cms5i12ba000m04l84zvvwe8a,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i13fu000n04l8zz761b93,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5i15pl000s04l8ve7f2ny2,0.2,5
1,cms5i0ycl000h04l8k13pj7wf,cms5i16am000u04l82pevy8j7,0.30434782608695654,7
1,cms5i0ycl000h04l8k13pj7wf,cms5i1705000w04l87z5jgm6s,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i17d9000z04l8bgrrriw5,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i18n7001404l8gd04sbq9,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i19v2001b04l8b818dzbg,0.30434782608695654,7
1,cms5i0ycl000h04l8k13pj7wf,cms5i1ca6001g04l8916s8gz9,0.36363636363636365,8
1,cms5i0ycl000h04l8k13pj7wf,cms5i1fbl001j04l8vzqcbizv,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i1gyb001k04l8yjbhgjbm,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5i1q6s001q04l8sp02rweo,0.2,5
1,cms5i0ycl000h04l8k13pj7wf,cms5i1rru001r04l8qrq0kv2e,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i1rxu001s04l83phibj5t,0.30434782608695654,7
1,cms5i0ycl000h04l8k13pj7wf,cms5i1sx9000004l7c04yn542,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i1uwy000304l78n162cig,0.30434782608695654,7
1,cms5i0ycl000h04l8k13pj7wf,cms5i211d000a04l7qp7qz0vt,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i0ycl000h04l8k13pj7wf,cms5i2ed9000h04l7qs93woua,0.2,5
1,cms5i0ycl000h04l8k13pj7wf,cms5i2ic6000n04l7d0j6wq97,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5i3a48002b04l8kkccthvp,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i3l29002e04l8zapret3g,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5i4obd002r04l8hjv9nfek,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5i536g002304l7n0vi202e,0.25,6
1,cms5i0ycl000h04l8k13pj7wf,cms5ieh9k00wy04l2jkuo7u5i,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5isyrs008q04l2z6st65hm,0.15384615384615385,4
1,cms5i0ycl000h04l8k13pj7wf,cms5jnhm900sn04l243j3kmzd,0.36363636363636365,8
1,cms5i0ycl000h04l8k13pj7wf,cms5jpof300t404l2xesqywv4,0.2,5
1,cms5i12ba000m04l84zvvwe8a,cms5i13fu000n04l8zz761b93,0.2,5
1,cms5i12ba000m04l84zvvwe8a,cms5i15pl000s04l8ve7f2ny2,0.30434782608695654,7
1,cms5i12ba000m04l84zvvwe8a,cms5i16am000u04l82pevy8j7,0.30434782608695654,7
1,cms5i12ba000m04l84zvvwe8a,cms5i1705000w04l87z5jgm6s,0.30434782608695654,7
1,cms5i12ba000m04l84zvvwe8a,cms5i17d9000z04l8bgrrriw5,0.2,5
1,cms5i12ba000m04l84zvvwe8a,cms5i18n7001404l8gd04sbq9,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i19v2001b04l8b818dzbg,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5i1ca6001g04l8916s8gz9,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i1fbl001j04l8vzqcbizv,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5i1gyb001k04l8yjbhgjbm,0.07142857142857142,2
1,cms5i12ba000m04l84zvvwe8a,cms5i1q6s001q04l8sp02rweo,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i1rru001r04l8qrq0kv2e,0.1111111111111111,3
1,cms5i12ba000m04l84zvvwe8a,cms5i1rxu001s04l83phibj5t,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5i1sx9000004l7c04yn542,0.36363636363636365,8
1,cms5i12ba000m04l84zvvwe8a,cms5i1uwy000304l78n162cig,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i211d000a04l7qp7qz0vt,0.30434782608695654,7
1,cms5i12ba000m04l84zvvwe8a,cms5i290v000d04l7ph0uhsaj,0.2,5
1,cms5i12ba000m04l84zvvwe8a,cms5i2ed9000h04l7qs93woua,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5i2ic6000n04l7d0j6wq97,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i3a48002b04l8kkccthvp,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5i3l29002e04l8zapret3g,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i4obd002r04l8hjv9nfek,0.15384615384615385,4
1,cms5i12ba000m04l84zvvwe8a,cms5i536g002304l7n0vi202e,0.2,5
1,cms5i12ba000m04l84zvvwe8a,cms5ieh9k00wy04l2jkuo7u5i,0.25,6
1,cms5i12ba000m04l84zvvwe8a,cms5isyrs008q04l2z6st65hm,0.1111111111111111,3
1,cms5i12ba000m04l84zvvwe8a,cms5jnhm900sn04l243j3kmzd,0.36363636363636365,8
1,cms5i12ba000m04l84zvvwe8a,cms5jpof300t404l2xesqywv4,0.1111111111111111,3
1,cms5i13fu000n04l8zz761b93,cms5i15pl000s04l8ve7f2ny2,0.1111111111111111,3
1,cms5i13fu000n04l8zz761b93,cms5i16am000u04l82pevy8j7,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5i1705000w04l87z5jgm6s,0.2,5
1,cms5i13fu000n04l8zz761b93,cms5i17d9000z04l8bgrrriw5,0.2,5
1,cms5i13fu000n04l8zz761b93,cms5i18n7001404l8gd04sbq9,0.36363636363636365,8
1,cms5i13fu000n04l8zz761b93,cms5i19v2001b04l8b818dzbg,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5i1ca6001g04l8916s8gz9,0.15384615384615385,4
1,cms5i13fu000n04l8zz761b93,cms5i1fbl001j04l8vzqcbizv,0.15384615384615385,4
1,cms5i13fu000n04l8zz761b93,cms5i1gyb001k04l8yjbhgjbm,0.15384615384615385,4
1,cms5i13fu000n04l8zz761b93,cms5i1q6s001q04l8sp02rweo,0.1111111111111111,3
1,cms5i13fu000n04l8zz761b93,cms5i1rru001r04l8qrq0kv2e,0.2,5
1,cms5i13fu000n04l8zz761b93,cms5i1rxu001s04l83phibj5t,0.15384615384615385,4
1,cms5i13fu000n04l8zz761b93,cms5i1sx9000004l7c04yn542,0.30434782608695654,7
1,cms5i13fu000n04l8zz761b93,cms5i1uwy000304l78n162cig,0.1111111111111111,3
1,cms5i13fu000n04l8zz761b93,cms5i211d000a04l7qp7qz0vt,0.30434782608695654,7
1,cms5i13fu000n04l8zz761b93,cms5i290v000d04l7ph0uhsaj,0.30434782608695654,7
1,cms5i13fu000n04l8zz761b93,cms5i2ed9000h04l7qs93woua,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5i2ic6000n04l7d0j6wq97,0.2,5
1,cms5i13fu000n04l8zz761b93,cms5i3a48002b04l8kkccthvp,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5i3l29002e04l8zapret3g,0.30434782608695654,7
1,cms5i13fu000n04l8zz761b93,cms5i4obd002r04l8hjv9nfek,0.2,5
1,cms5i13fu000n04l8zz761b93,cms5i536g002304l7n0vi202e,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5ieh9k00wy04l2jkuo7u5i,0.15384615384615385,4
1,cms5i13fu000n04l8zz761b93,cms5isyrs008q04l2z6st65hm,0.1111111111111111,3
1,cms5i13fu000n04l8zz761b93,cms5jnhm900sn04l243j3kmzd,0.25,6
1,cms5i13fu000n04l8zz761b93,cms5jpof300t404l2xesqywv4,0.15384615384615385,4
1,cms5i15pl000s04l8ve7f2ny2,cms5i16am000u04l82pevy8j7,0.15384615384615385,4
1,cms5i15pl000s04l8ve7f2ny2,cms5i1705000w04l87z5jgm6s,0.1111111111111111,3
1,cms5i15pl000s04l8ve7f2ny2,cms5i17d9000z04l8bgrrriw5,0.1111111111111111,3
1,cms5i15pl000s04l8ve7f2ny2,cms5i18n7001404l8gd04sbq9,0.2,5
1,cms5i15pl000s04l8ve7f2ny2,cms5i19v2001b04l8b818dzbg,0.36363636363636365,8
1,cms5i15pl000s04l8ve7f2ny2,cms5i1ca6001g04l8916s8gz9,0.2,5
1,cms5i15pl000s04l8ve7f2ny2,cms5i1fbl001j04l8vzqcbizv,0.25,6
1,cms5i15pl000s04l8ve7f2ny2,cms5i1gyb001k04l8yjbhgjbm,0.1111111111111111,3
